turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
1,42.766220070688746,0.023382940983493264,122,182
2,34.37410484097129,0.029091666666707688,42,499
3,38.16308639958576,0.026203331395409743,86,621
4,42.96889304098415,0.023272649799150988,249,798
5,42.59089077708014,0.02347919899665822,299,1144
6,43.63285519085372,0.022918509357820326,545,1579
7,43.34429625634891,0.023071086310543654,599,2326
8,42.57225605631185,0.02348947630769824,650,3151
9,40.71419921435628,0.024561455691050137,492,4043
10,40.96281612808963,0.024412384072252914,609,4707
11,38.90210355282217,0.02570555082303395,486,5456
12,37.396188730037565,0.026740692941170624,425,6126
13,40.206912607470095,0.024871345128205855,780,6734
14,37.121686001783864,0.026938431620588177,506,7833
15,40.22138257724443,0.024862397459349348,984,8558
16,36.93625718294935,0.02707366897103001,622,9887
17,37.5673756813482,0.026618840998693695,761,10753
18,36.69475372076332,0.02725185206609415,726,11629
19,36.24126551032453,0.027592855434783774,736,12599
20,34.636011741429435,0.02887168440365963,654,13596
21,36.69203615856288,0.027253870449667823,934,14379
22,32.951990084008216,0.0303471807757464,593,14735
23,35.09182084019689,0.028496668911934107,772,15206
24,35.474363115537244,0.02818937148337456,782,14664
25,34.785443074383345,0.02874765739972474,723,14640
26,32.905391067938496,0.03039015697869503,609,15354
27,32.52819197366017,0.030742563275873245,580,15256
28,35.248322045375375,0.028370144789096455,806,15214
29,36.069090119573765,0.02772456961583641,859,14637
30,32.26779738475659,0.03099064953446135,537,14725
31,35.892426722726775,0.02786103062144886,885,15423
32,34.98792614527232,0.028581288180612077,753,14780
33,31.25929940990616,0.03199048023715775,506,15343
34,34.94279204299699,0.028618205401832325,759,15041
35,35.036066170564474,0.028542017106936202,795,15344
