turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
1,38.69470328224579,0.025843330357279877,56,182
2,41.320830231917085,0.024200869014184976,71,333
3,40.57232266792295,0.02464734415588719,77,472
4,47.165652147042245,0.021201869463872345,429,622
5,45.584893178713244,0.02193709209933982,443,1149
6,46.778943295464,0.02137713957503967,753,1739
7,45.54196309350143,0.021957771076905865,650,2741
8,45.91077307240529,0.021781380122327994,981,3610
9,45.22794144746509,0.022110225847036584,1033,4893
10,43.73338981694999,0.022865824126270327,887,6175
11,43.14705677423819,0.023176551884694717,902,7205
12,39.02420235414874,0.025625123376639317,462,7293
13,41.102747115723986,0.02432927407952854,679,7857
14,40.17793810905515,0.02488928120914756,612,8164
15,43.14469231041756,0.02317782203208675,935,7387
16,42.104936750658304,0.023750184115509096,831,8051
17,42.60154250834463,0.023473328455281255,861,7507
18,40.06392483486331,0.024960110726091618,606,8001
19,42.17689052537085,0.02370966630170296,822,7716
20,43.453941236609744,0.023012872285966657,1133,8065
21,41.26800828593778,0.024231845478735,752,8146
22,40.83037906739488,0.024491567867870972,666,8068
23,42.3181159073754,0.023630541638213987,879,8027
24,41.11679977877908,0.024320958960335065,731,8089
25,42.208367824102574,0.023691984588633207,863,8007
26,41.443916379553066,0.02412899376694438,738,8004
27,41.59916431900245,0.024038944444448884,783,8071
28,42.35866304829643,0.023607921686759136,830,7647
29,42.47088145231278,0.023545543812713694,897,8088
30,42.55604297399572,0.023498425373126432,871,7688
31,43.70436799324108,0.022881008144418218,1191,8072
32,42.03345937370389,0.023790571009380194,852,8096
33,41.40702407105541,0.024150491913738522,742,8079
34,42.579552388521506,0.02348545120614226,912,8107
35,41.50189471650985,0.024095285452164918,763,8079
36,41.31758572968848,0.02420276941015594,729,8083
37,42.08804958140521,0.023759713504087083,859,8114
38,41.43237877213718,0.02413571292876114,758,8109
39,41.470456045107234,0.024113552040814414,784,8134
40,43.14349007682263,0.023178467903717786,997,8042
41,43.461086246076356,0.023009088966115736,1151,8136
42,41.7723812768239,0.023939262484775285,821,8153
43,42.28939307136539,0.023646591435172688,864,8002
44,42.27326322759787,0.023655614060736983,889,8027
45,43.257969329756584,0.023117127675989016,1037,8063
46,42.87886417983836,0.023321513270638354,957,8000
47,42.27861260455698,0.023652620991924778,867,8115
48,42.54425112602364,0.023504938353194234,923,8078
49,42.92992278387902,0.023293775882949376,991,8115
50,43.58581639592027,0.022943243529415736,1190,8049
51,43.930862486522486,0.022763040454914566,1231,7868
52,41.96533118830573,0.023829193567252605,855,8064
53,42.551757279727106,0.02350079206896654,870,7905
54,41.915211844545425,0.023857686887251973,816,8163
55,41.49084092816127,0.024101704801101426,729,7745
56,40.16226814750331,0.024898992166660416,600,7983
57,41.09042355646578,0.0243365707492846,694,7730
58,43.307270690971215,0.023090810943403137,1060,8080
59,41.065920745662204,0.02435109165561885,755,8139
60,44.03522092153531,0.022709094653615158,1328,8134
61,43.839104700030134,0.022810684817642105,1179,7856
62,43.73874053134752,0.02286302686935626,1217,8038
63,43.66747302467043,0.02290034047619469,1176,7858
64,43.10195906120971,0.023200801582588988,1011,7942
65,42.43133897048485,0.023567486302885653,898,7760
66,39.42692423320814,0.02536337843867946,538,8068
67,41.97633518531473,0.02382294680050693,797,8082
68,44.12354871397044,0.02266363493295767,1417,8166
69,42.89590336600714,0.023312249458125413,1015,8126
70,41.63184923198733,0.024020071614586413,768,8103
71,43.81998836636574,0.02282063590796284,1217,8162
72,43.960449536562685,0.0227477200652437,1226,7671
73,41.88860094111602,0.023872843149040188,832,7977
74,42.43866026910244,0.023563420561794977,890,8081
75,43.11108915135057,0.023195888104085915,1076,8102
76,43.272146195797916,0.02310955401831001,983,7907
77,43.43716485870806,0.02302176035781316,1062,8092
78,42.946443184737845,0.02328481536173819,1009,7877
79,42.38058156482107,0.023595712070880872,903,8125
80,43.527992199233076,0.02297372218371283,1154,8044
81,42.25521988852198,0.023665715209581377,835,7883
82,42.130149711961394,0.023735970720182006,847,8124
83,43.53726854292732,0.02296882724771789,1090,8112
84,41.63171412012749,0.02402014956949694,813,8106
85,41.14885974903802,0.02430200997303159,742,8124
86,43.960966832768506,0.022747452388936086,1193,7655
87,41.86503323061123,0.023886282246369066,828,8078
88,42.82517798218764,0.023350749421658726,951,8141
89,42.267608338291694,0.023658778892726356,867,8132
90,40.01504408480546,0.024990600981987188,611,8127
91,42.75420353743514,0.023389513013016613,999,7997
92,42.48502251061802,0.02353770672358891,937,8110
93,42.28492097094104,0.02364909232506827,886,8131
94,42.157285463355436,0.02372069237876415,866,8100
95,42.40982118964584,0.02357944391060402,895,8041
96,43.67420974879053,0.022896808110596505,1085,7566
97,43.29621845304013,0.02309670534124402,1011,7397
98,40.38152898310886,0.024763797339577925,639,7915
99,43.8435015911121,0.02280839722442969,1261,8097
100,41.1575454367497,0.024296881395339406,731,8068
101,41.1721567587018,0.02428825883134355,753,8168
102,42.055127980071916,0.023778313086429227,810,8068
103,43.46042877089868,0.023009437050690234,1085,8025
104,43.653587446810384,0.0229076247448952,1176,7731
105,42.335410109940455,0.023620888457277462,901,8148
106,42.58602979339419,0.023481879030552804,949,8012
107,41.29697688230653,0.024214847562569274,759,8114
