turn,k_count,episode_id,similarity_score,topic_label,k_only
17,3,1944ffc6-010d-4841-b28d-845af4c38975,0.6393752098083496,topic_2,True
20,3,1944ffc6-010d-4841-b28d-845af4c38975,0.5938755869865417,topic_2,True
22,3,1944ffc6-010d-4841-b28d-845af4c38975,0.5817050933837891,topic_2,True
25,3,4877aaaa-d595-4964-ad34-fd7a944e50a8,0.5449017286300659,topic_2,True
29,3,1944ffc6-010d-4841-b28d-845af4c38975,0.5250609517097473,topic_2,True
44,1,afc2044f-6756-4c73-9868-3a631f83a09f,0.5566040873527527,topic_3,True
57,1,5ec3507e-6c05-433c-aa3e-d7201f7ecdf3,0.7237217426300049,topic_3,True
58,1,5ec3507e-6c05-433c-aa3e-d7201f7ecdf3,0.6377056837081909,topic_3,True
59,1,5ec3507e-6c05-433c-aa3e-d7201f7ecdf3,0.6143107414245605,topic_3,True
60,2,5ec3507e-6c05-433c-aa3e-d7201f7ecdf3,0.7135411500930786,topic_3,True
79,1,eb038295-4b8f-4992-834a-f2d38649206f,0.5019093751907349,topic_4,True
97,1,c37e08d2-d274-42fa-8f49-94e650c2bc19,0.5142204165458679,topic_5,True
103,1,c1027860-f34b-4026-9cb6-3d21e8c7f296,0.5305184125900269,topic_5,True
107,1,605faa18-2c3e-47ec-bad6-964848cfbdb5,0.5798418521881104,topic_5,True
110,1,605faa18-2c3e-47ec-bad6-964848cfbdb5,0.5775731205940247,topic_5,True
113,4,1944ffc6-010d-4841-b28d-845af4c38975,0.5644226670265198,topic_2,True
117,3,990e02c9-d3c0-45c7-b6f2-06b24b823d21,0.676108717918396,topic_3,True
120,1,99afe1cb-137a-4645-93a8-6695302714ad,0.5104469656944275,topic_6,True
