turn,episode_id,similarity_score,decay_score,retrieval_type
15,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5236513018608093,0.9999437055290377,K
16,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5216398239135742,0.999932908278528,K
17,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.5096549987792969,0.9998514557004639,K
18,8a923c24-6f89-4cc5-a4c2-9e73b19c4c27,0.845180332660675,0.999520397268398,K
18,60456478-818a-46f3-8f6f-bb30ff53c6df,0.566106379032135,0.9998500884878538,K
19,a3fb3ead-7dde-4fb2-90ed-b8acb5089da0,0.7762098908424377,0.9995268936723318,K
20,6d64f458-6b84-435f-aec2-37128dc5456e,0.9091088175773621,0.9995160116601608,K
21,60456478-818a-46f3-8f6f-bb30ff53c6df,0.9184969067573547,0.999781923087783,K
22,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.8659939169883728,0.9996516869250888,K
23,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5236513018608093,0.9998796178853973,K
23,677a7994-2ea5-4884-b841-58abb6e8b03c,0.8470087051391602,0.9995117045883606,K
23,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5236513018608093,0.9999414231879107,K
24,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5216398239135742,0.9999292673905579,K
24,57bfb90b-a194-4d8b-a3b1-7fccf15ff796,0.8807029128074646,0.9995224245754643,K
24,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5216398239135742,0.9999292671683514,K
25,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.5096549987792969,0.9997889407483606,K
25,b88b7545-c482-414f-bb51-07cdc91e3271,0.8043638467788696,0.9995091262401873,K
25,eef3e799-6175-408c-9f47-9b457ed42fb9,0.5096549987792969,0.9998475093501035,K
26,8a923c24-6f89-4cc5-a4c2-9e73b19c4c27,0.845180332660675,0.9994378676389639,K
26,60456478-818a-46f3-8f6f-bb30ff53c6df,0.566106379032135,0.9998469496022961,K
26,87cf5955-71ee-433e-8524-9b46599b3822,0.845180332660675,0.999508628207125,K
26,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.566106379032135,0.9998469494078815,K
27,a3fb3ead-7dde-4fb2-90ed-b8acb5089da0,0.7762098908424377,0.999435456303682,K
27,c65b29c0-b30d-4e22-b505-bbbf7275ad7a,0.7762098908424377,0.9995142439621287,K
28,6d64f458-6b84-435f-aec2-37128dc5456e,0.9091088175773621,0.9994340229476929,K
28,b1ff36f5-b5c6-4cf4-93c6-b5c919e30d87,0.9091088175773621,0.999502460674871,K
29,60456478-818a-46f3-8f6f-bb30ff53c6df,0.9184969067573547,0.999784317984933,K
29,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.9184969067573547,0.9997843177627587,K
30,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.8659939169883728,0.9996497857837647,K
30,eef3e799-6175-408c-9f47-9b457ed42fb9,0.8659939169883728,0.9996497856171565,K
31,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5236513018608093,0.9998698679123592,K
31,677a7994-2ea5-4884-b841-58abb6e8b03c,0.8470087051391602,0.9994305151902866,K
31,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5236513018608093,0.9998698677179401,K
31,c7c8947b-d6a7-4ece-9e01-92b48c371c36,0.8470087051391602,0.999501213463162,K
31,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.5236513018608093,0.9999331351522203,K
32,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5216398239135742,0.999927557457421,K
32,57bfb90b-a194-4d8b-a3b1-7fccf15ff796,0.8807029128074646,0.9994288057491381,K
32,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5216398239135742,0.9999275572907664,K
32,aaa08de6-ad95-468f-8911-33c4f07698de,0.8807029128074646,0.9995105291910513,K
32,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.5216398239135742,0.9999275570963361,K
33,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.5096549987792969,0.9997864461947497,K
33,b88b7545-c482-414f-bb51-07cdc91e3271,0.8043638467788696,0.9994363052689385,K
33,eef3e799-6175-408c-9f47-9b457ed42fb9,0.5096549987792969,0.9997864460281186,K
33,3e805f81-8fea-496c-83d6-85feefe3dfd5,0.8043638467788696,0.9995075638420593,K
33,19297190-0a50-4c4c-b8f2-7ac20c6868be,0.5096549987792969,0.9998533019834287,K
34,8a923c24-6f89-4cc5-a4c2-9e73b19c4c27,0.845180332660675,0.9994338326943399,K
34,60456478-818a-46f3-8f6f-bb30ff53c6df,0.566106379032135,0.9998519785951382,K
34,87cf5955-71ee-433e-8524-9b46599b3822,0.845180332660675,0.9994338325000056,K
34,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.566106379032135,0.9998519784007226,K
34,81146fb9-8c5e-4791-a050-8f164efa7822,0.845180332660675,0.9995070042845647,K
34,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.566106379032135,0.9998519781785332,K
35,a3fb3ead-7dde-4fb2-90ed-b8acb5089da0,0.7762098908424377,0.999430231657442,K
35,c65b29c0-b30d-4e22-b505-bbbf7275ad7a,0.7762098908424377,0.9994302314631084,K
35,3963b43a-d3d1-4267-ab43-0175684aaddd,0.7762098908424377,0.9995104520343943,K
36,6d64f458-6b84-435f-aec2-37128dc5456e,0.9091088175773621,0.9994280791924224,K
36,b1ff36f5-b5c6-4cf4-93c6-b5c919e30d87,0.9091088175773621,0.999428078998089,K
36,b97f5796-fa57-4b0d-a4a8-c818e8b783fa,0.9091088175773621,0.9994902777303356,K
37,60456478-818a-46f3-8f6f-bb30ff53c6df,0.9184969067573547,0.9997785141427259,K
37,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.9184969067573547,0.9997785139760962,K
37,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.9184969067573547,0.9997785137539231,K
38,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.8659939169883728,0.9996411936364052,K
38,eef3e799-6175-408c-9f47-9b457ed42fb9,0.8659939169883728,0.9996411934697984,K
38,19297190-0a50-4c4c-b8f2-7ac20c6868be,0.8659939169883728,0.9996411932476559,K
39,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5236513018608093,0.9998753630456084,K
39,677a7994-2ea5-4884-b841-58abb6e8b03c,0.8470087051391602,0.9994335231475202,K
39,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5236513018608093,0.9998753628789625,K
39,c7c8947b-d6a7-4ece-9e01-92b48c371c36,0.8470087051391602,0.9994335229531859,K
39,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.5236513018608093,0.9998753626845424,K
39,2afdad20-14b0-4f24-8bad-6d77e0a6d78e,0.8470087051391602,0.9995059309256747,K
39,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.5236513018608093,0.9999389462805208,K
41,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.5096549987792969,0.9998096482303086,K
41,b88b7545-c482-414f-bb51-07cdc91e3271,0.8043638467788696,0.999450908361576,K
41,eef3e799-6175-408c-9f47-9b457ed42fb9,0.5096549987792969,0.9998096480359012,K
41,3e805f81-8fea-496c-83d6-85feefe3dfd5,0.8043638467788696,0.9994509081672384,K
41,19297190-0a50-4c4c-b8f2-7ac20c6868be,0.5096549987792969,0.9998096478414937,K
41,47a2299b-ddd7-45ba-8138-44d351a34195,0.8043638467788696,0.9995246410188983,K
41,19a5fc38-d669-4219-a2a2-97a1ab5c1265,0.5096549987792969,0.9998706947495335,K
42,8a923c24-6f89-4cc5-a4c2-9e73b19c4c27,0.845180332660675,0.9994491108784962,K
42,60456478-818a-46f3-8f6f-bb30ff53c6df,0.566106379032135,0.9997951385147582,K
42,87cf5955-71ee-433e-8524-9b46599b3822,0.845180332660675,0.9994491107119213,K
42,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.566106379032135,0.9997951383203536,K
42,81146fb9-8c5e-4791-a050-8f164efa7822,0.845180332660675,0.9994491104898215,K
42,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.566106379032135,0.9997951380981769,K
42,9a3ae218-48dd-4983-b909-806c5d47b512,0.845180332660675,0.9995258847337357,K
42,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.566106379032135,0.9997951379315444,K
43,a3fb3ead-7dde-4fb2-90ed-b8acb5089da0,0.7762098908424377,0.9994469787504296,K
43,c65b29c0-b30d-4e22-b505-bbbf7275ad7a,0.7762098908424377,0.9994469785560928,K
43,3963b43a-d3d1-4267-ab43-0175684aaddd,0.7762098908424377,0.9994469783617559,K
43,26f008b5-cd88-4470-a0d6-b5e2366bb5fb,0.7762098908424377,0.9995293529002205,K
44,6d64f458-6b84-435f-aec2-37128dc5456e,0.9091088175773621,0.9994466740024349,K
44,b1ff36f5-b5c6-4cf4-93c6-b5c919e30d87,0.9091088175773621,0.999446673808098,K
44,b97f5796-fa57-4b0d-a4a8-c818e8b783fa,0.9091088175773621,0.9994466735582364,K
44,717df0f6-db9d-4ad0-9d3e-faf8d8d5d734,0.9091088175773621,0.9995089221459974,K
45,60456478-818a-46f3-8f6f-bb30ff53c6df,0.9184969067573547,0.9997746045720337,K
45,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.9184969067573547,0.9997746043776331,K
45,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.9184969067573547,0.9997746041832325,K
45,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.9184969067573547,0.9997746039888319,K
46,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.8659939169883728,0.999633817616696,K
46,eef3e799-6175-408c-9f47-9b457ed42fb9,0.8659939169883728,0.9996338174223228,K
46,19297190-0a50-4c4c-b8f2-7ac20c6868be,0.8659939169883728,0.999633817200182,K
46,19a5fc38-d669-4219-a2a2-97a1ab5c1265,0.8659939169883728,0.9996338170335763,K
47,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5236513018608093,0.9998726849108095,K
47,677a7994-2ea5-4884-b841-58abb6e8b03c,0.8470087051391602,0.9994425248637051,K
47,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5236513018608093,0.9998726847163898,K
47,c7c8947b-d6a7-4ece-9e01-92b48c371c36,0.8470087051391602,0.9994425246416068,K
47,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.5236513018608093,0.9998726844664216,K
47,2afdad20-14b0-4f24-8bad-6d77e0a6d78e,0.8470087051391602,0.9994425244195084,K
47,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.5236513018608093,0.9998726842720019,K
47,b4a59796-fad2-442a-8cb6-3318c3d6e403,0.8470087051391602,0.9995188076712925,K
47,c4316241-7407-42a1-a1fa-4992d2a053e4,0.5236513018608093,0.9999379368426641,K
48,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5216398239135742,0.9999218045851986,K
48,57bfb90b-a194-4d8b-a3b1-7fccf15ff796,0.8807029128074646,0.9988706143199293,K
48,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5216398239135742,0.999921804418545,K
48,aaa08de6-ad95-468f-8911-33c4f07698de,0.8807029128074646,0.9988706140979581,K
48,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.5216398239135742,0.9999218041963401,K
48,fe46bce7-97dc-4fc5-865b-74161a3acd5f,0.8807029128074646,0.9989447960363202,K
48,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.5216398239135742,0.9999218040296864,K
48,c4316241-7407-42a1-a1fa-4992d2a053e4,0.5216398239135742,0.9999218038352573,K
49,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.5096549987792969,0.9997813391875388,K
49,b88b7545-c482-414f-bb51-07cdc91e3271,0.8043638467788696,0.9994152347363341,K
49,eef3e799-6175-408c-9f47-9b457ed42fb9,0.5096549987792969,0.9997813389931368,K
49,3e805f81-8fea-496c-83d6-85feefe3dfd5,0.8043638467788696,0.9994152345420033,K
49,19297190-0a50-4c4c-b8f2-7ac20c6868be,0.5096549987792969,0.9997813387987349,K
49,47a2299b-ddd7-45ba-8138-44d351a34195,0.8043638467788696,0.9994152343754341,K
49,19a5fc38-d669-4219-a2a2-97a1ab5c1265,0.5096549987792969,0.9997813386321046,K
49,c2d35ad6-75fc-4e8c-81e7-6476d06e7a75,0.8043638467788696,0.9994907624832378,K
49,bf759f7d-e14c-43f7-88a3-87f76b2fe6f8,0.5096549987792969,0.9998433933196622,K
50,8a923c24-6f89-4cc5-a4c2-9e73b19c4c27,0.845180332660675,0.9994115239422181,K
50,60456478-818a-46f3-8f6f-bb30ff53c6df,0.566106379032135,0.999842312267351,K
50,87cf5955-71ee-433e-8524-9b46599b3822,0.845180332660675,0.9994115237201266,K
50,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.566106379032135,0.9998423120729372,K
50,81146fb9-8c5e-4791-a050-8f164efa7822,0.845180332660675,0.9994115235257965,K
50,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.566106379032135,0.99984231185075,K
50,9a3ae218-48dd-4983-b909-806c5d47b512,0.845180332660675,0.9994115233314665,K
50,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.566106379032135,0.9998423116841096,K
50,bc0ae09b-f1c5-4ff8-9e55-286b8b0f0fa1,0.845180332660675,0.9994904269320343,K
50,c4316241-7407-42a1-a1fa-4992d2a053e4,0.566106379032135,0.9998423114619225,K
51,a3fb3ead-7dde-4fb2-90ed-b8acb5089da0,0.7762098908424377,0.9994096230077845,K
51,c65b29c0-b30d-4e22-b505-bbbf7275ad7a,0.7762098908424377,0.9994096228412163,K
51,3963b43a-d3d1-4267-ab43-0175684aaddd,0.7762098908424377,0.9994096226191252,K
51,26f008b5-cd88-4470-a0d6-b5e2366bb5fb,0.7762098908424377,0.9994096224247956,K
51,f1ebbc08-2627-4c95-a98f-8d62548cc6f9,0.7762098908424377,0.9994922988960661,K
52,6d64f458-6b84-435f-aec2-37128dc5456e,0.9091088175773621,0.9994072845585708,K
52,b1ff36f5-b5c6-4cf4-93c6-b5c919e30d87,0.9091088175773621,0.9994072843642415,K
52,b97f5796-fa57-4b0d-a4a8-c818e8b783fa,0.9091088175773621,0.9994072841143897,K
52,717df0f6-db9d-4ad0-9d3e-faf8d8d5d734,0.9091088175773621,0.9994072839478219,K
52,95c63d32-99f1-41ed-b2cc-79757d133cac,0.9091088175773621,0.999471001691192,K
53,60456478-818a-46f3-8f6f-bb30ff53c6df,0.9184969067573547,0.9997702257354841,K
53,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.9184969067573547,0.9997702255688558,K
53,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.9184969067573547,0.9997702253466846,K
53,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.9184969067573547,0.9997702251522848,K
53,c4316241-7407-42a1-a1fa-4992d2a053e4,0.9184969067573547,0.999770224957885,K
54,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.8659939169883728,0.9996250139637337,K
54,eef3e799-6175-408c-9f47-9b457ed42fb9,0.8659939169883728,0.9996250137971295,K
54,19297190-0a50-4c4c-b8f2-7ac20c6868be,0.8659939169883728,0.9996250135749907,K
54,19a5fc38-d669-4219-a2a2-97a1ab5c1265,0.8659939169883728,0.9996250133806192,K
54,bf759f7d-e14c-43f7-88a3-87f76b2fe6f8,0.8659939169883728,0.9996250131862475,K
55,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5236513018608093,0.9998712302082081,K
55,677a7994-2ea5-4884-b841-58abb6e8b03c,0.8470087051391602,0.9994056923929894,K
55,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5236513018608093,0.9998712300137887,K
55,c7c8947b-d6a7-4ece-9e01-92b48c371c36,0.8470087051391602,0.9994056921986605,K
55,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.5236513018608093,0.9998712297915952,K
55,2afdad20-14b0-4f24-8bad-6d77e0a6d78e,0.8470087051391602,0.9994056920043316,K
55,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.5236513018608093,0.9998712296249499,K
55,b4a59796-fad2-442a-8cb6-3318c3d6e403,0.8470087051391602,0.9994056918100027,K
55,c4316241-7407-42a1-a1fa-4992d2a053e4,0.5236513018608093,0.9998712294027563,K
55,cbd998da-7854-4cc2-95bd-1de071c471ac,0.8470087051391602,0.9994838489462536,K
55,512383a5-233a-4dfc-a8ba-af87689e58a4,0.5236513018608093,0.9999371960555836,K
56,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5216398239135742,0.9999195152668477,K
56,57bfb90b-a194-4d8b-a3b1-7fccf15ff796,0.8807029128074646,0.9994034040897088,K
56,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5216398239135742,0.9999195151001945,K
56,aaa08de6-ad95-468f-8911-33c4f07698de,0.8807029128074646,0.9994034038676192,K
56,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.5216398239135742,0.9999195148779901,K
56,fe46bce7-97dc-4fc5-865b-74161a3acd5f,0.8807029128074646,0.9994034036732907,K
56,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.5216398239135742,0.9999195146835613,K
56,c4316241-7407-42a1-a1fa-4992d2a053e4,0.5216398239135742,0.9999195144891325,K
56,57ae1e79-acbf-43fd-b833-2634450ccae5,0.8807029128074646,0.9994817791561628,K
56,512383a5-233a-4dfc-a8ba-af87689e58a4,0.5216398239135742,0.9999195143224793,K
57,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.5096549987792969,0.9997754775145022,K
57,b88b7545-c482-414f-bb51-07cdc91e3271,0.8043638467788696,0.9994005729782034,K
57,eef3e799-6175-408c-9f47-9b457ed42fb9,0.5096549987792969,0.9997754773201014,K
57,3e805f81-8fea-496c-83d6-85feefe3dfd5,0.8043638467788696,0.9994005727283533,K
57,19297190-0a50-4c4c-b8f2-7ac20c6868be,0.5096549987792969,0.9997754770701576,K
57,47a2299b-ddd7-45ba-8138-44d351a34195,0.8043638467788696,0.9994005725617865,K
57,19a5fc38-d669-4219-a2a2-97a1ab5c1265,0.5096549987792969,0.9997754769035283,K
57,c2d35ad6-75fc-4e8c-81e7-6476d06e7a75,0.8043638467788696,0.9994005723674586,K
57,bf759f7d-e14c-43f7-88a3-87f76b2fe6f8,0.5096549987792969,0.9997754766813559,K
57,ae92f0f7-8e42-4d05-aaf6-0c3ce71f7b4b,0.8043638467788696,0.9994798106787371,K
57,9817dcc3-7e10-4b16-a20d-7ebcfa2872db,0.5096549987792969,0.999838271746091,K
58,8a923c24-6f89-4cc5-a4c2-9e73b19c4c27,0.845180332660675,0.9993989588920592,K
58,60456478-818a-46f3-8f6f-bb30ff53c6df,0.566106379032135,0.9998378651452764,K
58,87cf5955-71ee-433e-8524-9b46599b3822,0.845180332660675,0.9993989587254928,K
58,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.566106379032135,0.9998378649508636,K
58,81146fb9-8c5e-4791-a050-8f164efa7822,0.845180332660675,0.9993989585034041,K
58,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.566106379032135,0.9998378647286773,K
58,9a3ae218-48dd-4983-b909-806c5d47b512,0.845180332660675,0.9993989583090765,K
58,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.566106379032135,0.9998378645620377,K
58,bc0ae09b-f1c5-4ff8-9e55-286b8b0f0fa1,0.845180332660675,0.99939895814251,K
58,c4316241-7407-42a1-a1fa-4992d2a053e4,0.566106379032135,0.9998378643676248,K
58,ba1bf410-5d9e-4e7a-835a-f897ebaa448e,0.845180332660675,0.9994797617875176,K
58,512383a5-233a-4dfc-a8ba-af87689e58a4,0.566106379032135,0.9998378642009851,K
59,a3fb3ead-7dde-4fb2-90ed-b8acb5089da0,0.7762098908424377,0.9993959611993779,K
59,c65b29c0-b30d-4e22-b505-bbbf7275ad7a,0.7762098908424377,0.9993959610050509,K
59,3963b43a-d3d1-4267-ab43-0175684aaddd,0.7762098908424377,0.9993959607829629,K
59,26f008b5-cd88-4470-a0d6-b5e2366bb5fb,0.7762098908424377,0.9993959606163969,K
59,f1ebbc08-2627-4c95-a98f-8d62548cc6f9,0.7762098908424377,0.9993959604220699,K
59,79fda84d-7f67-4ab0-be2a-e9efdda7e211,0.7762098908424377,0.999480974462601,K
60,6d64f458-6b84-435f-aec2-37128dc5456e,0.9091088175773621,0.9993947956267568,K
60,b1ff36f5-b5c6-4cf4-93c6-b5c919e30d87,0.9091088175773621,0.99939479543243,K
60,b97f5796-fa57-4b0d-a4a8-c818e8b783fa,0.9091088175773621,0.9993947952103422,K
60,717df0f6-db9d-4ad0-9d3e-faf8d8d5d734,0.9091088175773621,0.9993947950437765,K
60,95c63d32-99f1-41ed-b2cc-79757d133cac,0.9091088175773621,0.9993947948494497,K
60,f32c3a39-bc11-415c-acf5-278a6ed842c8,0.9091088175773621,0.9994586497496176,K
61,60456478-818a-46f3-8f6f-bb30ff53c6df,0.9184969067573547,0.9997635653717398,K
61,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.9184969067573547,0.9997635651773413,K
61,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.9184969067573547,0.9997635649551717,K
61,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.9184969067573547,0.9997635647885444,K
61,c4316241-7407-42a1-a1fa-4992d2a053e4,0.9184969067573547,0.9997635645663747,K
61,512383a5-233a-4dfc-a8ba-af87689e58a4,0.9184969067573547,0.9997635643997475,K
62,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.8659939169883728,0.9996151211404336,K
62,eef3e799-6175-408c-9f47-9b457ed42fb9,0.8659939169883728,0.999615120946064,K
62,19297190-0a50-4c4c-b8f2-7ac20c6868be,0.8659939169883728,0.9996151207239272,K
62,19a5fc38-d669-4219-a2a2-97a1ab5c1265,0.8659939169883728,0.9996151205573247,K
62,bf759f7d-e14c-43f7-88a3-87f76b2fe6f8,0.8659939169883728,0.9996151203351881,K
62,9817dcc3-7e10-4b16-a20d-7ebcfa2872db,0.8659939169883728,0.9996151201408184,K
63,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5236513018608093,0.9998694935722604,K
63,677a7994-2ea5-4884-b841-58abb6e8b03c,0.8470087051391602,0.999390564586802,K
63,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5236513018608093,0.9998694934056155,K
63,c7c8947b-d6a7-4ece-9e01-92b48c371c36,0.8470087051391602,0.999390564392476,K
63,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.5236513018608093,0.9998694931834222,K
63,2afdad20-14b0-4f24-8bad-6d77e0a6d78e,0.8470087051391602,0.9993905641981501,K
63,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.5236513018608093,0.9998694930167773,K
63,b4a59796-fad2-442a-8cb6-3318c3d6e403,0.8470087051391602,0.999390564031585,K
63,c4316241-7407-42a1-a1fa-4992d2a053e4,0.5236513018608093,0.9998694927945841,K
63,cbd998da-7854-4cc2-95bd-1de071c471ac,0.8470087051391602,0.9993905638094982,K
63,512383a5-233a-4dfc-a8ba-af87689e58a4,0.5236513018608093,0.999869492600165,K
63,b207730f-3af0-44da-9d81-465c3458a0ce,0.8470087051391602,0.9994710082432797,K
63,b10c95b3-98c4-4e9b-8b5e-0d7436835362,0.5236513018608093,0.9999370787018501,K
64,60456478-818a-46f3-8f6f-bb30ff53c6df,0.5216398239135742,0.9999165700360286,K
64,57bfb90b-a194-4d8b-a3b1-7fccf15ff796,0.8807029128074646,0.9993876206919039,K
64,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.5216398239135742,0.9999165698416004,K
64,aaa08de6-ad95-468f-8911-33c4f07698de,0.8807029128074646,0.999387620442057,K
64,28593f6f-75cd-4518-ba23-e74e9e9eec43,0.5216398239135742,0.9999165696193967,K
64,fe46bce7-97dc-4fc5-865b-74161a3acd5f,0.8807029128074646,0.9993876202754924,K
64,85b6f7f8-0e43-4250-8f8d-c220ddaeac10,0.5216398239135742,0.9999165694527439,K
64,c4316241-7407-42a1-a1fa-4992d2a053e4,0.5216398239135742,0.9999165692027647,K
64,57ae1e79-acbf-43fd-b833-2634450ccae5,0.8807029128074646,0.9993876198590809,K
64,512383a5-233a-4dfc-a8ba-af87689e58a4,0.5216398239135742,0.999916569036112,K
64,cc2f47df-8218-41bc-8bb2-0aef39961609,0.8807029128074646,0.9994688260117679,K
64,b10c95b3-98c4-4e9b-8b5e-0d7436835362,0.5216398239135742,0.9999165688416838,K
65,87413ab7-cc5d-44e3-9986-dadb3ddd3b4f,0.5096549987792969,0.9997704155807594,K
65,b88b7545-c482-414f-bb51-07cdc91e3271,0.8043638467788696,0.9993856221962684,K
65,eef3e799-6175-408c-9f47-9b457ed42fb9,0.5096549987792969,0.999770415414131,K
65,3e805f81-8fea-496c-83d6-85feefe3dfd5,0.8043638467788696,0.9993856219741827,K
65,19297190-0a50-4c4c-b8f2-7ac20c6868be,0.5096549987792969,0.9997704151919599,K
65,47a2299b-ddd7-45ba-8138-44d351a34195,0.8043638467788696,0.9993856218076185,K
65,19a5fc38-d669-4219-a2a2-97a1ab5c1265,0.5096549987792969,0.9997704150253314,K
65,c2d35ad6-75fc-4e8c-81e7-6476d06e7a75,0.8043638467788696,0.9993856216132935,K
65,bf759f7d-e14c-43f7-88a3-87f76b2fe6f8,0.5096549987792969,0.9997704148031602,K
65,ae92f0f7-8e42-4d05-aaf6-0c3ce71f7b4b,0.8043638467788696,0.9993856214189685,K
65,9817dcc3-7e10-4b16-a20d-7ebcfa2872db,0.5096549987792969,0.9997704146365318,K
65,da70e98d-46e5-4c2f-ab2b-998dcffc67d6,0.8043638467788696,0.9994664725153207,K
65,198ec73c-6d3e-4046-8e1e-e78c6e690ee9,0.5096549987792969,0.9998333268081867,K
66,8a923c24-6f89-4cc5-a4c2-9e73b19c4c27,0.845180332660675,0.9993830747100428,K
66,60456478-818a-46f3-8f6f-bb30ff53c6df,0.566106379032135,0.9998333177263673,K
66,87cf5955-71ee-433e-8524-9b46599b3822,0.845180332660675,0.9993830745157184,K
66,36fc4ee2-d046-4770-b13c-3aff4bc023f6,0.566106379032135,0.9998333175041821,K
