turn,k_count,episode_id,similarity_score,topic_label,k_only
2,1,7b384036-820d-4238-ace0-3859f58b3ff1,0.6037037968635559,39367706-60f9-4c80-95f3-72e80b02fe4a,False
4,1,f407648d-5114-4600-9b49-5b4a719cbd1e,0.61270672082901,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
5,2,f407648d-5114-4600-9b49-5b4a719cbd1e,0.6600362062454224,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
5,2,6bd548b2-14a3-453c-beb7-3674d023365c,0.6350977420806885,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
6,2,f407648d-5114-4600-9b49-5b4a719cbd1e,0.5507215857505798,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
6,2,a391a6fc-85f2-47c6-a844-43c63e396117,0.5547837615013123,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
7,3,f407648d-5114-4600-9b49-5b4a719cbd1e,0.5693544745445251,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
7,3,6bd548b2-14a3-453c-beb7-3674d023365c,0.5305527448654175,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
7,3,a391a6fc-85f2-47c6-a844-43c63e396117,0.5946794748306274,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
8,3,f407648d-5114-4600-9b49-5b4a719cbd1e,0.6074246764183044,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
8,3,a391a6fc-85f2-47c6-a844-43c63e396117,0.7331711649894714,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
8,3,701e9066-e1b4-4046-a83c-4c3993582a3b,0.6334039568901062,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
9,3,f407648d-5114-4600-9b49-5b4a719cbd1e,0.5010042190551758,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
9,3,a391a6fc-85f2-47c6-a844-43c63e396117,0.5609754920005798,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
9,3,701e9066-e1b4-4046-a83c-4c3993582a3b,0.5382505059242249,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
10,1,6bd548b2-14a3-453c-beb7-3674d023365c,0.6454364061355591,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
11,4,f407648d-5114-4600-9b49-5b4a719cbd1e,0.613109290599823,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
11,4,6bd548b2-14a3-453c-beb7-3674d023365c,0.5094481706619263,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
11,4,a391a6fc-85f2-47c6-a844-43c63e396117,0.5806599259376526,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
11,4,701e9066-e1b4-4046-a83c-4c3993582a3b,0.5903947949409485,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
12,2,f407648d-5114-4600-9b49-5b4a719cbd1e,0.5231589674949646,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
12,2,a391a6fc-85f2-47c6-a844-43c63e396117,0.5862693786621094,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
13,4,f407648d-5114-4600-9b49-5b4a719cbd1e,0.5874939560890198,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
13,4,6bd548b2-14a3-453c-beb7-3674d023365c,0.6567485928535461,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
13,4,a391a6fc-85f2-47c6-a844-43c63e396117,0.5885668992996216,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
13,4,701e9066-e1b4-4046-a83c-4c3993582a3b,0.618702232837677,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
14,3,6bd548b2-14a3-453c-beb7-3674d023365c,0.5367320775985718,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
14,3,a391a6fc-85f2-47c6-a844-43c63e396117,0.5706798434257507,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
14,3,701e9066-e1b4-4046-a83c-4c3993582a3b,0.5087423324584961,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
15,4,f407648d-5114-4600-9b49-5b4a719cbd1e,0.5738427639007568,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
15,4,6bd548b2-14a3-453c-beb7-3674d023365c,0.5147367715835571,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
15,4,a391a6fc-85f2-47c6-a844-43c63e396117,0.5779469013214111,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
15,4,701e9066-e1b4-4046-a83c-4c3993582a3b,0.6046038866043091,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
16,1,a391a6fc-85f2-47c6-a844-43c63e396117,0.5010361671447754,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
17,5,f407648d-5114-4600-9b49-5b4a719cbd1e,0.5570635795593262,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
17,5,6bd548b2-14a3-453c-beb7-3674d023365c,0.5287392735481262,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
17,5,a391a6fc-85f2-47c6-a844-43c63e396117,0.6892619132995605,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
17,5,701e9066-e1b4-4046-a83c-4c3993582a3b,0.6129862070083618,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
17,5,b017da9b-bf60-4757-81d8-2e1ab182a1e3,0.6429356932640076,ec18cf3c-d1e7-40da-807d-3a7cae641857,True
18,5,f407648d-5114-4600-9b49-5b4a719cbd1e,0.5393532514572144,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
18,5,6bd548b2-14a3-453c-beb7-3674d023365c,0.5086279511451721,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
18,5,a391a6fc-85f2-47c6-a844-43c63e396117,0.5855907201766968,ec18cf3c-d1e7-40da-807d-3a7cae641857,False
