turn,k_count,episode_id,similarity_score,topic_label,k_only
2,1,400586bb-c860-45fb-8c2e-714f95735817,0.6094762682914734,017bad0f-06a1-4ffe-8e4a-0724b277983d,False
4,1,3da52f9d-6815-45da-9a2c-b3faa6c1cc4f,0.6289454102516174,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
5,2,3da52f9d-6815-45da-9a2c-b3faa6c1cc4f,0.6779395341873169,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
5,2,4eb4c372-6ff2-40f2-a17f-438be251ef0f,0.6351231336593628,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
6,2,3da52f9d-6815-45da-9a2c-b3faa6c1cc4f,0.552627682685852,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
6,2,0ca9adae-a31e-4f46-b987-c2f6352d6262,0.558651864528656,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
7,3,3da52f9d-6815-45da-9a2c-b3faa6c1cc4f,0.5833598375320435,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
7,3,4eb4c372-6ff2-40f2-a17f-438be251ef0f,0.5396921634674072,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
7,3,0ca9adae-a31e-4f46-b987-c2f6352d6262,0.5863442420959473,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
8,3,3da52f9d-6815-45da-9a2c-b3faa6c1cc4f,0.6151213049888611,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
8,3,0ca9adae-a31e-4f46-b987-c2f6352d6262,0.7031617164611816,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
8,3,9f6c37b8-d57e-4f0c-b34f-e0db5068d1db,0.5705850720405579,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
9,2,3da52f9d-6815-45da-9a2c-b3faa6c1cc4f,0.5051872730255127,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
9,2,0ca9adae-a31e-4f46-b987-c2f6352d6262,0.5624082684516907,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
10,1,4eb4c372-6ff2-40f2-a17f-438be251ef0f,0.6404334306716919,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
11,4,3da52f9d-6815-45da-9a2c-b3faa6c1cc4f,0.6240653991699219,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
11,4,4eb4c372-6ff2-40f2-a17f-438be251ef0f,0.5076622366905212,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
11,4,0ca9adae-a31e-4f46-b987-c2f6352d6262,0.5566519498825073,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
11,4,9f6c37b8-d57e-4f0c-b34f-e0db5068d1db,0.5940499901771545,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
12,2,3da52f9d-6815-45da-9a2c-b3faa6c1cc4f,0.5249128341674805,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
12,2,0ca9adae-a31e-4f46-b987-c2f6352d6262,0.5501406788825989,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
13,5,3da52f9d-6815-45da-9a2c-b3faa6c1cc4f,0.5954493284225464,6e7470d3-c958-4035-9d01-ec2c72a47dc1,False
