store_id,turn_number,episode_id,stored_similarity,recomputed_pair_similarity,recomputed_user_similarity,assistant_swap_similarity,script_swap_similarity,stored_recomputed_threshold_crossing,user_message_matches_other_store,assistant_characters,other_assistant_characters
study_009_arm_s,1,787585b4-0f37-41eb-a244-a740d6988485,0.4972553849220276,0.4971601068973541,0.5916699767112732,0.5457984209060669,0.5007222294807434,False,False,343,302
study_009_arm_s,2,491b03b4-57ff-4f27-8f50-e260646183e5,0.4930041432380676,0.49425989389419556,0.6116960048675537,0.5382381081581116,0.49796125292778015,False,True,92,0
study_009_arm_s,3,34f8b502-654b-491a-9747-1900e50cb4b3,0.3766670227050781,0.37963157892227173,0.44556373357772827,0.4292706847190857,0.37826138734817505,False,False,257,4200
study_009_arm_s,4,dc90bf70-efbb-4f11-a25e-448a09a28437,0.13513442873954773,0.13513442873954773,0.32010316848754883,0.3569672107696533,0.13851594924926758,False,True,1049,3943
study_009_arm_s,5,03fd123a-ab32-471f-ad49-bd4f39b49c13,0.07917123287916183,0.07917123287916183,0.3076610267162323,0.463739812374115,0.08417753875255585,False,True,1388,3996
study_009_arm_s,6,7fccc35b-7d7e-475a-afa3-189a179d221c,0.06903447210788727,0.06903447210788727,0.3269222378730774,0.04153795540332794,0.06959987431764603,False,True,2652,4524
study_009_arm_s,7,a2cd1f58-2ab6-436a-9e5d-d7cd9965f43b,0.2031644880771637,0.2031644880771637,0.33705785870552063,0.35652291774749756,0.2084984928369522,False,True,2959,4374
study_009_arm_s,8,447054c4-f3da-4836-92b2-0f37e3168a04,0.2764342129230499,0.2764342129230499,0.2826458215713501,0.41497185826301575,0.274406760931015,False,True,3236,4350
study_009_arm_s,9,35d6bc41-bd95-44e3-abf7-64a7b030b1d6,0.08701194822788239,0.08701194822788239,0.37066131830215454,0.38873785734176636,0.09409303218126297,False,True,2307,4134
study_009_arm_s,10,45928c34-a025-48c3-a85f-d5563cbd5e13,0.13047665357589722,0.13047665357589722,0.3329777121543884,0.29339689016342163,0.13681386411190033,False,True,2649,4345
study_009_arm_s,11,667193da-af67-4f58-b766-01e727562e6d,0.09351829439401627,0.09351829439401627,0.41379672288894653,0.17571689188480377,0.09760047495365143,False,True,2353,4381
study_009_arm_s,12,b968e5c3-11ae-4907-b3a1-66ddbb007dd5,0.1595233976840973,0.1595233976840973,0.37812355160713196,0.34595954418182373,0.1658872365951538,False,True,2819,4403
study_009_arm_s,13,2c042304-224e-49fb-8a3d-7052a621db53,0.2440442591905594,0.2440442591905594,0.3144766092300415,0.3710940480232239,0.2465321570634842,False,True,3664,4220
study_009_arm_s,14,899754c9-a814-43ee-8af9-0bcdc609b72c,0.2476295828819275,0.2476295828819275,0.33154964447021484,0.45930325984954834,0.2448270320892334,False,True,2666,4411
study_009_arm_s,15,d24afc70-1465-4437-b3fb-88348b4052fd,0.26486116647720337,0.26486116647720337,0.2689053416252136,0.12977482378482819,0.2687728703022003,False,True,2489,4312
study_009_arm_s,16,6a2c1970-83a1-45e3-b9cf-0c6bbb3c54b8,0.22507135570049286,0.22507135570049286,0.26608431339263916,0.19905921816825867,0.22645914554595947,False,True,3331,4083
study_009_arm_s,17,0612ca8f-753e-4a9d-ae5a-5b12063dd38d,0.14481087028980255,0.14481087028980255,0.3026130497455597,0.2907348573207855,0.14287695288658142,False,True,3849,3555
