turn,k_count,episode_id,similarity_score,topic_label,k_only
13,4,eb6966ea-c2cd-4228-8aca-2535fd83f769,0.5741125345230103,topic_2,True
15,4,eb6966ea-c2cd-4228-8aca-2535fd83f769,0.6365338563919067,topic_2,True
18,5,eb6966ea-c2cd-4228-8aca-2535fd83f769,0.5241978168487549,topic_2,True
18,5,0c3a5d48-52e1-42be-ac12-4b7a37fedd97,0.5423546433448792,topic_2,True
20,6,eb6966ea-c2cd-4228-8aca-2535fd83f769,0.5544868111610413,topic_2,True
20,6,0c3a5d48-52e1-42be-ac12-4b7a37fedd97,0.5424630641937256,topic_2,True
21,5,eb6966ea-c2cd-4228-8aca-2535fd83f769,0.5963162183761597,topic_2,True
21,5,0c3a5d48-52e1-42be-ac12-4b7a37fedd97,0.5536676645278931,topic_2,True
22,7,eb6966ea-c2cd-4228-8aca-2535fd83f769,0.5271010994911194,topic_2,True
22,7,0c3a5d48-52e1-42be-ac12-4b7a37fedd97,0.5865262150764465,topic_2,True
22,7,a05ce050-2496-49bf-9914-bef91b87de67,0.5333432555198669,topic_2,True
23,5,9066666f-7c46-45f1-a4cb-598e7d2c49ed,0.5639853477478027,topic_2,True
25,6,9066666f-7c46-45f1-a4cb-598e7d2c49ed,0.5214939713478088,topic_2,True
25,6,0c3a5d48-52e1-42be-ac12-4b7a37fedd97,0.5554142594337463,topic_2,True
25,6,a05ce050-2496-49bf-9914-bef91b87de67,0.533575177192688,topic_2,True
27,3,eb6966ea-c2cd-4228-8aca-2535fd83f769,0.5075883865356445,topic_2,True
27,3,0c3a5d48-52e1-42be-ac12-4b7a37fedd97,0.5360870957374573,topic_2,True
