turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
1,43.70361647804536,0.022881401599850505,125,187
2,36.159029477980766,0.027655609523727826,42,504
3,40.19518013836771,0.024878604762003913,84,626
4,47.84653856155074,0.020900153492056275,630,796
5,45.79597776645576,0.021835978808000717,453,1503
6,46.27527159220276,0.02160981374269226,684,2102
7,45.35640944322285,0.022047600598804007,668,2986
8,45.28884124587436,0.022080494278291923,769,3886
9,44.61812063521171,0.022412418671234224,873,4833
10,42.007727774491855,0.023805143790881854,612,5982
11,41.96682203284607,0.023828347050375474,695,6770
12,41.17655552340897,0.024285664191398857,606,6952
13,42.35918326344183,0.02360763175674947,740,6824
14,42.73764996040205,0.023398572474774244,792,6957
15,42.80112357851494,0.023363872636791575,804,7038
16,43.567511560351335,0.02295288310452992,947,7060
17,42.001342724720324,0.023808762652043496,822,8322
18,43.070426014197245,0.023217787529437747,850,6955
19,43.29562743671527,0.023097020627814865,892,7131
20,43.382782179429945,0.023050619387756842,980,8230
21,43.324213898371326,0.023081780603008074,995,7147
22,42.031640400803525,0.023791600576714176,867,8274
23,41.71345616416797,0.02397307947978197,692,7124
24,41.53532509861815,0.024075891969683155,660,6922
25,42.05886743516609,0.023776198955939645,862,8086
26,41.40602053415008,0.024151077237070846,637,7139
27,40.55749939745058,0.024656352459019194,549,6866
28,43.623705558321845,0.022923316284148988,915,6763
29,40.91744493299256,0.02443945367648506,680,8228
30,41.2624880085795,0.024235087321735786,631,6900
31,45.173910002303536,0.022136671365153193,901,6868
32,42.731322556160436,0.023402037198491377,1078,9278
33,38.93925778727539,0.025681023646187247,554,8638
34,40.3066404723476,0.024809807721039183,803,10383
35,40.13301568756822,0.02491714073482309,626,8237
36,40.8600101744985,0.02447380692587587,823,9332
37,40.69983543991247,0.024570123913064908,782,9160
38,41.40784362290538,0.02415001392264809,905,9331
39,38.51460646964718,0.025964175456085366,603,9615
40,41.42851552493256,0.02413796360620691,904,9319
41,42.858840137896195,0.023332409294851413,1248,9544
42,38.96958278536645,0.025661039419069998,723,10702
43,41.99463923712344,0.023812563178682956,1013,9430
44,39.79586290785735,0.025128240146856034,817,10689
45,36.902575075990164,0.027098379935296915,618,11954
46,41.53300188443265,0.02407723869280007,765,8106
47,41.69454204655492,0.023983954515759614,919,9535
48,40.01582493986229,0.024990113323987404,713,9633
49,41.627888958704325,0.024022356766446155,835,10161
50,43.56903562453753,0.022952080202500804,889,9166
51,43.38646092440107,0.023048664922046866,898,9642
52,43.90681014294805,0.02277551014852332,808,8057
53,42.4033121039907,0.023583063453807118,747,9339
54,41.60527724149846,0.024035412483745387,769,10561
55,39.1672529291836,0.025531532727302863,385,7126
56,42.60940323381688,0.023468998016999962,706,8604
57,38.60811841797449,0.02590128814810197,540,8792
58,41.867955278682956,0.02388461517510862,771,7433
59,41.72726214441248,0.02396514769023507,736,7611
60,38.6479844980355,0.025874570510936494,685,10952
61,41.48497311261045,0.024105113851357995,888,9470
62,39.89552882327437,0.02506546546681234,889,11797
63,38.49044959742524,0.025980470752071792,718,11394
64,42.15852493314496,0.02371999498525627,1017,11829
65,42.606801608378966,0.02347043106383611,705,8602
66,40.811453416481314,0.02450292543602869,688,10576
67,41.2005080597317,0.02427154535449464,818,10556
68,43.46990269950207,0.023004422322101366,1335,9628
69,42.77362788603764,0.02337889137354245,1194,12169
70,43.60195104634826,0.02293475351451622,1067,10827
71,43.424097090517186,0.02302868837814884,1153,12080
72,44.788960981404635,0.022326930075809916,1187,10106
73,39.43369733814445,0.025359022042112548,617,11335
74,40.19358041380133,0.024879594942893633,613,10096
75,41.30333771242889,0.024211118407970276,804,11557
76,39.334830790729455,0.02542276094487949,635,11897
77,42.020325772748926,0.023798006836218324,629,8155
78,40.975419621628035,0.024404875147933092,676,10138
79,40.90921684862662,0.0244443691919165,792,11972
80,42.3524641419985,0.023611377053463046,767,9768
81,42.998572002881694,0.02325658628693487,948,10651
82,41.861404091568055,0.023888353047417855,886,11799
83,41.458811688430124,0.024120324709621842,947,10236
84,40.12049641095969,0.024924915927182566,879,11348
85,40.111655037165185,0.024930409854030125,822,10814
86,40.39701467464841,0.02475430444684718,922,11612
87,38.10223704215655,0.026245178174016233,701,12067
88,40.416718537597376,0.024742236286940434,711,9209
89,38.720834140065996,0.025825889917109508,724,11778
90,38.06713813306805,0.026269376923066433,611,10618
91,38.58464569558939,0.025917045031057784,644,10556
92,40.529191852718384,0.024673573646224276,831,10395
93,40.55899055273025,0.024655445965794245,818,10333
94,38.82619763242284,0.025755805641006775,585,9308
95,37.90358548783512,0.02638272836539284,624,10968
96,40.85083253997685,0.02447930526315209,874,9945
97,42.22337302562111,0.02368356501014736,986,11140
98,42.35584004461415,0.02360949514746213,1051,9721
99,40.439686349095325,0.024728183877775572,949,11803
100,36.58296331238727,0.02733512841649414,461,9602
101,39.646833710889325,0.02522269514110888,638,8973
102,40.015543789017386,0.02499028890554422,667,9108
103,40.92185725615035,0.024436818537841534,766,9723
104,42.38958199341074,0.02359070207758702,722,9141
105,42.6598212061982,0.02344126092714862,755,9146
106,43.111415411132654,0.02319571256159152,812,9240
107,41.96507321778514,0.023829340051674013,774,10120
108,42.965863847280524,0.02327429057529106,817,9462
109,44.62580764709705,0.022408558023376213,941,8286
110,41.219952217702776,0.024260096050536636,633,9351
111,40.128180794269404,0.02492014290722113,571,9058
112,12.567031971482931,0.0795732836734399,49,8957
113,13.217997331488457,0.07565442592560968,54,9339
114,16.66139876156044,0.06001897045445565,88,10732
115,22.395495788761863,0.04465183577234327,123,9004
116,26.423598021044246,0.03784495961540065,208,11122
117,32.221930464938005,0.031034763764019067,356,11871
118,21.514379224976413,0.04648054166671389,132,11173
119,26.548396541471863,0.03766705828873231,187,10505
120,44.57957925352072,0.022431795381312934,931,7839
121,28.092646076529718,0.0355965044117172,204,9199
