left_content_sha256,right_content_sha256,input_cosine,input_cosine_hex,code_overlap,code_hamming_distance
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,1e3533580b91fb26a366a8090fab09fb183387489a9d3d007e1ae2e97132d2a2,0.6988593598513768,0x1.65d0e4de215c8p-1,26,112
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,1bb0fbc52bcadce3463536c060d43abc3883e8adf4761f48118834a679ca29ce,0.4145679472221479,0x1.a8847ffd27ea3p-2,4,156
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,59aea706f50e4ef5d8c4070adb845079dd79f853de7fa7c3efd60fd718a4a34e,0.23569895226389628,0x1.e2b621dd6631dp-3,4,156
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,4c05cb930343a21b9014bb8696265cc16b43fa903f803f2396df1ffc233e637d,0.19956150857210875,0x1.98b3b446dc6d8p-3,3,158
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,c68f682578a364f58e98af56c628cb7e6a3dd04d14076af040e0413a1731e152,0.10734738465724976,0x1.b7b1e4269fd35p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,f49a542b4d5378f1423098fc3e5a51875bf08b6332e4d3e28dec73a6d2cb3ea1,0.2348923147736079,0x1.e10f38d0466aep-3,4,156
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,f5cb5c9adc2de72c9632ad92f0cb4a9b3dcfa8a179d852104d40fe93625887f3,0.12634790471815266,0x1.02c2b0b575f1ap-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,3e581106a380846f57cd7d8f636c5960b7f2637169e329edd05487bc740e8bde,0.25211690094690165,0x1.022aeed157dfap-2,7,150
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,96ca33402ec547604fdced44d3da0b2892d7cdde4df65b1279f25bd89e3b8139,0.19146964582886408,0x1.88213cd817e89p-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,b35da8de8b7282d9f9a463cf2385781cab2450064a2c729b1663c353266984ed,0.2609799320189775,0x1.0b3e52c3bc392p-2,7,150
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,85f710b84cffbe12b32ca4e4deda071921f4f703f093f6cf84eefb3359a409c3,0.270806143479821,0x1.154e34a734f4cp-2,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,48ea29c06c87cc0a60d938435d6e477d1bae305276e72b377e6a8acea27c0ce2,0.13744130073688973,0x1.197ad31e46f27p-3,4,156
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,c5853bce20f2648f029247ed25de1f25d250b02d568fd83f3a7564be3196c0b7,0.13175128758390514,0x1.0dd39e7b07b52p-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,f496e51779a41cb7d57c2b79cbfa5889a6d7037b95395376c338d5f94a05ec44,0.11399514037876358,0x1.d2ec917d46871p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,059910e805fac79643723b62738eac13ea046068219a3c39324a15c304c4fb3c,0.2237061576235196,0x1.ca26743741343p-3,7,150
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,c114132fbda1a38ec5d15ef6444a3401cd576a19ffce43a2f57b1df77ebdfe0d,0.10168886594406279,0x1.a08481198da18p-4,4,156
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,983e1dee0e2343e184a174f2664f73c1bf3804e4496271e7c6f3c5f4a590dae6,0.1602459125756851,0x1.482f024ea4564p-3,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,12bf87e9cf79fc1a7d2c5a3e780dee2244cff1d6fce03ae16f9f99fd3bfb77e2,0.14928126323449745,0x1.31ba5ffbfb5bdp-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,5ba12af5762f86a02fd50b8b754a870ff58738d17d3b3f959502a2a6b166d9af,0.23960887245550003,0x1.eab80e7838f35p-3,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,2a7787993f415d671e40a851ec88fb6b071ee30a46a5d194f91d3143787df3b8,0.16466427886409515,0x1.513b816453613p-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,cb14cc970f73f61b27b1b0b075dec1c5e804ab4a0e50b6a9a896fd0df79dd594,0.10237254201649629,0x1.a35163ff81ff2p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,644fbc35f600c9108992333f82e22009406241fdf1ac7e1ec90151b6a3eb0da6,0.07947515236176278,0x1.4587bcc3d0704p-4,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,83ae8a17487d43a8c09243876ad6f8735c978c9f3bbee5eef1d6e38ee5cf6d64,0.1783968029807419,0x1.6d5b4d941b1e8p-3,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,ee3851d5865b836c150562ea17bad5385ef1bfa2dded03619303f9a9eafb0a55,0.10910752647941185,0x1.bee7889f9fdbcp-4,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,92c0a5b41233cb1bfb05440b64db090bba6c447365a687cad2f6822943eda30c,0.30378731244355983,0x1.3714056f8a0f2p-2,5,154
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,5c4489858b267b8bef86c9f7454a19af1988e1a4641fbabc6df0003508a7acde,0.2804039618804831,0x1.1f223757c832ap-2,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,d780a17bfcd1cf60a0287df4fed87a94b0439e10f97e0f045b78a62020a45905,0.22224228843942984,0x1.c726f705159b4p-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,a2930abf7df53f00d16c09bd2ca89a6a76f78d0c71bd9a489496c9da0f0ad3c3,0.2759752852740562,0x1.1a9943e3067e7p-2,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,abc8ca6cfbfeb8de6338d442e4e98039e54a7d706d82e1ad68a229c627381938,0.1621727175232887,0x1.4c2135b0871bep-3,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,01fba38c764849fac30f6734b7fedcea98bb7604be46e888e63b9a881ed9bb1b,0.08063111121351706,0x1.4a43d91b3c307p-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,60b5b30b7ad8c2d76c93d0a7e6f888c5cc4c01b0bc7bce14dcb0be35cffada20,0.14933213679537885,0x1.31d50c1e393e1p-3,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,af7901944396997d3cfb7a7724bf3b502208e23e58b2964551cf6ffac146e28e,0.11702696005744488,0x1.df57a9632702bp-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,91931cd01b942d1684af41a4a7d67c0472db018f1fb9a50a7113284f53c8e37f,0.06232665341943133,0x1.fe94774360f20p-5,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,483dd0a1a6f42907ad6dad4b5a5ae55ab74a12bc2bdda7edd2eca93f89667051,0.06426935223272051,0x1.073f4cdf981f4p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,26bf014771d7153eea6c0bb9c69276046e18ba5a9cb8fa06e4a950d24c43419f,0.011213115721330876,0x1.6f6e6ea799bfep-7,3,158
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,f037a1c81005d7b2359952fecdbcf5db47c3b0f9929129efa4792c0f294e4dc9,0.11638955797511732,0x1.dcbb4c11959b2p-4,0,164
