turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
1,38.61833793194497,0.025894433928312668,56,182
2,41.54588371281849,0.02406977323944759,71,333
3,42.051611854693014,0.023780301298686097,77,472
4,48.11603622921691,0.020783091841484278,429,622
5,45.69469296166805,0.021884379458220037,443,1149
6,46.34846824405327,0.021575686055780384,753,1739
7,45.387736610663566,0.022032383076909284,650,2741
8,45.48271936699644,0.021986372273194128,981,3610
9,45.000330423483476,0.022222059051329738,1033,4893
10,43.89726012062125,0.022780465050715966,887,6175
11,44.75862285043492,0.02234206363635433,902,7205
12,40.493528818584764,0.02469530389608928,462,7293
13,41.74126406363263,0.023957108689270794,679,7857
14,41.61930402328485,0.024027311928150642,612,8164
15,43.00896298512769,0.02325096748660961,935,7387
16,42.078389700615844,0.023765167990384486,831,8051
17,44.382264828427644,0.022531522531934467,861,7507
18,39.79473507905647,0.02512895231023385,606,8001
19,42.30852525431911,0.02363589829683118,822,7716
20,45.30806476834627,0.022071125860547314,1133,8065
21,42.92276739796219,0.023297659042540584,752,8146
22,41.256739251221944,0.024238464264244586,666,8068
23,42.29282073883082,0.023644674971557474,879,8027
24,42.849967392691916,0.023337240629278763,731,8089
25,43.97718602196315,0.022739062920046283,863,8007
26,42.25338202392363,0.02366674457996772,738,8004
27,43.310248417808666,0.02308922337163995,783,8071
28,44.0469139116625,0.022703066144555147,830,7647
29,43.44650623491631,0.02301681047937378,897,8088
30,44.188173107994274,0.022630489781870742,871,7688
31,45.56693537376202,0.021945737447504794,1191,8072
32,43.8180317372356,0.02282165492956686,852,8096
33,43.03789339185938,0.023235338005394804,742,8079
34,44.37831210865739,0.022533529385965954,912,8107
35,43.2668923985015,0.02311236015726967,763,8079
