turn,event_type,topic_label,centroid_drift
1,new_node,topic_1,0.0
2,centroid_update,topic_1,35.35945129394531
3,new_node,topic_2,0.0
4,centroid_update,topic_2,40.16730499267578
5,centroid_update,topic_2,19.057024002075195
6,centroid_update,topic_2,20.468883514404297
7,centroid_update,topic_2,13.919727325439453
8,centroid_update,topic_2,10.837515830993652
9,centroid_update,topic_2,10.41592025756836
10,centroid_update,topic_2,10.738450050354004
11,centroid_update,topic_2,6.350769996643066
12,centroid_update,topic_2,7.085564613342285
13,centroid_update,topic_2,5.932746410369873
14,centroid_update,topic_2,6.082129001617432
15,centroid_update,topic_2,5.895687103271484
16,centroid_update,topic_2,6.126198768615723
17,centroid_update,topic_2,4.248059272766113
18,centroid_update,topic_2,3.9264113903045654
19,centroid_update,topic_2,4.104559421539307
20,centroid_update,topic_2,2.6370294094085693
21,centroid_update,topic_2,3.1310856342315674
22,centroid_update,topic_2,1.8740893602371216
23,centroid_update,topic_2,2.9871459007263184
24,centroid_update,topic_2,2.6362948417663574
25,centroid_update,topic_2,2.092189073562622
26,centroid_update,topic_2,2.9456591606140137
27,centroid_update,topic_2,2.1971683502197266
28,centroid_update,topic_2,2.076432228088379
29,centroid_update,topic_2,2.5794901847839355
30,centroid_update,topic_2,2.2087652683258057
31,new_node,topic_3,0.0
32,centroid_update,topic_3,50.943321228027344
33,centroid_update,topic_3,30.39925765991211
34,centroid_update,topic_3,24.260128021240234
35,centroid_update,topic_3,14.462579727172852
36,centroid_update,topic_3,13.1912841796875
37,centroid_update,topic_3,10.153678894042969
38,centroid_update,topic_3,9.194644927978516
39,centroid_update,topic_3,8.767770767211914
40,centroid_update,topic_3,7.340878486633301
41,centroid_update,topic_3,7.209222316741943
42,centroid_update,topic_3,6.2139387130737305
43,centroid_update,topic_3,4.676977634429932
44,centroid_update,topic_3,5.516249656677246
45,centroid_update,topic_3,4.130593776702881
46,centroid_update,topic_3,3.7390592098236084
47,centroid_update,topic_3,4.212038516998291
48,centroid_update,topic_3,3.4181923866271973
49,centroid_update,topic_3,3.9333558082580566
50,centroid_update,topic_3,4.196969509124756
51,centroid_update,topic_3,3.011082410812378
52,centroid_update,topic_3,3.1625354290008545
53,centroid_update,topic_3,2.6048481464385986
54,centroid_update,topic_3,2.9470252990722656
55,centroid_update,topic_3,3.9533729553222656
56,centroid_update,topic_3,2.748143434524536
57,centroid_update,topic_3,3.125051498413086
58,centroid_update,topic_3,2.972285747528076
59,centroid_update,topic_3,2.8980581760406494
60,centroid_update,topic_3,2.8890111446380615
61,new_node,topic_4,0.0
62,centroid_update,topic_4,48.6383171081543
63,centroid_update,topic_4,23.743600845336914
64,centroid_update,topic_4,22.036094665527344
65,centroid_update,topic_4,14.523880958557129
66,centroid_update,topic_4,12.571812629699707
67,centroid_update,topic_4,10.017553329467773
68,centroid_update,topic_4,7.7137603759765625
69,centroid_update,topic_4,6.295450687408447
70,centroid_update,topic_4,8.49466323852539
71,centroid_update,topic_4,7.9396233558654785
72,centroid_update,topic_4,5.459318161010742
73,centroid_update,topic_4,6.679998397827148
74,centroid_update,topic_4,4.191099166870117
75,centroid_update,topic_4,5.4867963790893555
76,centroid_update,topic_4,4.0761332511901855
77,centroid_update,topic_4,3.695692300796509
78,centroid_update,topic_4,3.10336971282959
79,centroid_update,topic_4,3.03964900970459
80,centroid_update,topic_4,3.554692268371582
81,centroid_update,topic_4,3.399090528488159
82,centroid_update,topic_4,3.631622314453125
83,centroid_update,topic_4,3.1103732585906982
84,centroid_update,topic_4,3.155674457550049
85,centroid_update,topic_4,3.038177490234375
86,centroid_update,topic_4,2.0805368423461914
87,centroid_update,topic_4,2.6013405323028564
88,centroid_update,topic_4,2.342684745788574
89,centroid_update,topic_4,2.128786563873291
90,centroid_update,topic_4,2.2508153915405273
91,new_node,topic_5,0.0
92,centroid_update,topic_5,52.676151275634766
93,centroid_update,topic_5,26.761171340942383
94,centroid_update,topic_5,22.588050842285156
95,centroid_update,topic_5,19.250776290893555
96,centroid_update,topic_5,13.040842056274414
97,centroid_update,topic_5,9.094208717346191
98,centroid_update,topic_5,10.402200698852539
99,centroid_update,topic_5,7.207119464874268
100,centroid_update,topic_5,8.032364845275879
101,centroid_update,topic_5,6.706628322601318
102,centroid_update,topic_5,5.3098039627075195
103,centroid_update,topic_5,5.390216827392578
104,centroid_update,topic_5,5.505682468414307
105,centroid_update,topic_5,4.824836730957031
106,centroid_update,topic_5,3.532538414001465
107,centroid_update,topic_5,3.8440470695495605
108,centroid_update,topic_5,4.002286434173584
109,centroid_update,topic_5,3.713740110397339
110,centroid_update,topic_5,3.0262861251831055
111,centroid_update,topic_5,2.7586727142333984
112,centroid_update,topic_2,2.388345718383789
113,centroid_update,topic_2,2.0681822299957275
114,new_node,topic_6,0.0
115,centroid_update,topic_3,3.180266857147217
116,centroid_update,topic_3,2.031909465789795
117,centroid_update,topic_3,2.0813863277435303
118,centroid_update,topic_5,3.5016040802001953
119,centroid_update,topic_5,3.676607608795166
120,centroid_update,topic_4,2.3705408573150635
121,centroid_update,topic_6,42.64857864379883
