turn,episode_id,episode_turn,topic,similarity,provenance,promoted_at_turn,trigger_type,triggered_filter,distilled_id,dream_event,event_type,source_episode_ids,source_turns,salience,render_mode,role,span_start,span_end,rendered_density
84,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
84,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
85,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
85,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
86,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
86,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
87,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
87,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
88,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
88,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
89,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
89,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
90,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.4322821795940399,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
90,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.400680273771286,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
91,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.43283429741859436,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
91,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.4308922290802002,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
92,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
92,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
93,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
93,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
94,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
94,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
95,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
95,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
96,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
96,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
97,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
97,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
98,dba57d9b-fb4f-44ee-bf89-c4854c631812,75,topic_2,0.4322821795940399,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""dba57d9b-fb4f-44ee-bf89-c4854c631812""]",[75],2,episode,user,6,130,
98,3c4386c1-c2c6-4b89-820f-085efbbb4b94,40,topic_2,0.400680273771286,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""3c4386c1-c2c6-4b89-820f-085efbbb4b94""]",[40],1,episode,user,150,179,
