turn,k_count,episode_id,similarity_score,topic_label,k_only
2,1,4116c946-5b54-4c74-89c5-59a5afc99c4d,0.5988322496414185,topic_1,True
4,1,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.6533405184745789,topic_2,True
5,1,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.7040148973464966,topic_2,True
6,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5498049259185791,topic_2,True
6,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5567936897277832,topic_2,True
7,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5990526676177979,topic_2,True
7,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5808778405189514,topic_2,True
8,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.6200116276741028,topic_2,True
8,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.6883072853088379,topic_2,True
9,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5355225801467896,topic_2,True
9,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5699574947357178,topic_2,True
11,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.6318959593772888,topic_2,True
11,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5620133876800537,topic_2,True
12,3,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5371335744857788,topic_2,True
12,3,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5654281973838806,topic_2,True
12,3,ac89dadb-7034-43bc-aeab-3da2a8c2cb5f,0.4924602508544922,topic_2,True
13,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.6074927449226379,topic_2,True
13,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5662235021591187,topic_2,True
14,1,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5967482924461365,topic_2,True
15,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5901889801025391,topic_2,True
15,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5567672848701477,topic_2,True
16,1,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5287456512451172,topic_2,True
17,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.599096417427063,topic_2,True
17,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.7180216312408447,topic_2,True
18,4,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5410023927688599,topic_2,True
18,4,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5840768814086914,topic_2,True
18,4,e68a8f72-00d9-4c56-8576-65e68a99cc68,0.5041438341140747,topic_2,True
18,4,26b9aa89-be24-488b-89cc-5e1ff03b51a9,0.5223498344421387,topic_2,True
19,1,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5717872977256775,topic_2,True
20,4,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.6663818955421448,topic_2,True
20,4,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.6765193939208984,topic_2,True
20,4,e68a8f72-00d9-4c56-8576-65e68a99cc68,0.4806780517101288,topic_2,True
20,4,26b9aa89-be24-488b-89cc-5e1ff03b51a9,0.5256052613258362,topic_2,True
21,3,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5714995265007019,topic_2,True
21,3,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.4986870288848877,topic_2,True
21,3,26b9aa89-be24-488b-89cc-5e1ff03b51a9,0.48611074686050415,topic_2,True
22,4,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.6027359366416931,topic_2,True
22,4,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.652211606502533,topic_2,True
22,4,26b9aa89-be24-488b-89cc-5e1ff03b51a9,0.6050889492034912,topic_2,True
22,4,39dce601-ecd3-49cf-8a34-e172e30a924e,0.5272817015647888,topic_2,True
23,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.55860435962677,topic_2,True
23,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.579253077507019,topic_2,True
24,1,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5174954533576965,topic_2,True
25,4,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5525622963905334,topic_2,True
25,4,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.5985155701637268,topic_2,True
25,4,26b9aa89-be24-488b-89cc-5e1ff03b51a9,0.5360912680625916,topic_2,True
25,4,39dce601-ecd3-49cf-8a34-e172e30a924e,0.6044213771820068,topic_2,True
26,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5287073850631714,topic_2,True
26,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.553794801235199,topic_2,True
27,1,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5185453295707703,topic_2,True
28,1,39dce601-ecd3-49cf-8a34-e172e30a924e,0.5157266855239868,topic_2,True
29,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.5511247515678406,topic_2,True
29,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.6219735741615295,topic_2,True
30,2,ba9d2b18-1675-4e36-b61a-39875d87dd31,0.6101893186569214,topic_2,True
30,2,05634b56-c506-49ea-aadc-9c5cf1cf049f,0.6047910451889038,topic_2,True
